municipality,municipalityLabel,district,districtLabel,state,stateLabel
http://www.wikidata.org/entity/Q20249,Leizen,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20295,Penkow,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20289,Göhren-Lebbin,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20333,Blumenholz,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20228,Bütow,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q16066,Trossin,http://www.wikidata.org/entity/Q6301,Nordsachsen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q17128,Remse,http://www.wikidata.org/entity/Q6330,Zwickau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q16063,Rackwitz,http://www.wikidata.org/entity/Q6301,Nordsachsen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20312,Möllenhagen,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20240,Groß Kelle,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20332,Blankensee,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20257,Melz,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20270,Sietow,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q17116,Fraureuth,http://www.wikidata.org/entity/Q6330,Zwickau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20322,Priepert,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q16056,Löbnitz,http://www.wikidata.org/entity/Q6301,Nordsachsen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q17115,Dennheritz,http://www.wikidata.org/entity/Q6330,Zwickau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20260,Priborn,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20213,Torgelow am See,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q17120,Langenbernsdorf,http://www.wikidata.org/entity/Q6330,Zwickau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20224,Buchholz,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20336,Godendorf,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20337,Grünow,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20231,Fincken,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20243,Kieve,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q17126,Oberwiera,http://www.wikidata.org/entity/Q6330,Zwickau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20341,Kratzeburg,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q17114,Crinitzberg,http://www.wikidata.org/entity/Q6330,Zwickau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20234,Gotthun,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20338,Hohenzieritz,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q16067,Wermsdorf,http://www.wikidata.org/entity/Q6301,Nordsachsen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q16058,Mockrehna,http://www.wikidata.org/entity/Q6301,Nordsachsen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20298,Silz,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q16125,Weyhe,http://www.wikidata.org/entity/Q5956,Diepholz,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q17117,Gersdorf,http://www.wikidata.org/entity/Q6330,Zwickau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20267,Schwarz,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20220,Altenhof,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20330,Wustrow,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20340,Klein Vielen,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20202,Kargow,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q17113,Callenberg,http://www.wikidata.org/entity/Q6330,Zwickau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q16070,Wiedemar,http://www.wikidata.org/entity/Q6301,Nordsachsen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q17715,Niederheimbach,http://www.wikidata.org/entity/Q8569,Mainz-Bingen,http://www.wikidata.org/entity/Q1200,Rhineland-Palatinate
http://www.wikidata.org/entity/Q20285,Alt Schwerin,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20273,Stuer,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20222,Bollewick,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q8730,Lampertswalde,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q3218,Insel Hiddensee,http://www.wikidata.org/entity/Q2909,Vorpommern-Rügen District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q6692,Dürrröhrsdorf-Dittersbach,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10750,Großpösna,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10748,Elstertrebnitz,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q11052,Nümbrecht,http://www.wikidata.org/entity/Q7927,Cologne Government Region,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q10740,Belgershain,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8205,Müglitztal,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8234,Rosenthal-Bielatal,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8831,Weinböhla,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q3038,Heligoland,http://www.wikidata.org/entity/Q3006,Pinneberg,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q6698,Gohrisch,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8244,Struppen,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q3193,Ostseebad Insel Poel,http://www.wikidata.org/entity/Q2876,Nordwestmecklenburg District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q8759,Priestewitz,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10755,Neukieritzsch,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q6685,Dorfhain,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10756,Otterwisch,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8756,Nünchritz,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q7084,Seevetal,http://www.wikidata.org/entity/Q5907,Harburg,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q8726,Klipphausen,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q5014,Südharz,http://www.wikidata.org/entity/Q6092,Mansfeld-Südharz,http://www.wikidata.org/entity/Q1206,Saxony-Anhalt
http://www.wikidata.org/entity/Q6724,Hermsdorf/Erzgeb.,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8742,Moritzburg,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8830,Thiendorf,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q6438,Bahretal,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q6467,Dohma,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8202,Lohmen,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q6448,Bannewitz,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8706,Glaubitz,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8790,Stauchitz,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8834,Wülknitz,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8224,Rathen,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q6710,Hartmannsdorf-Reichenau,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q3146,Pellworm,http://www.wikidata.org/entity/Q2937,Nordfriesland district,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q10752,Machern,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8783,Röderaue,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8720,Käbschütztal,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8746,Niederau,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8232,Reinhardtsdorf-Schöna,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10745,Borsdorf,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10759,Thallwitz,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8838,Zeithain,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8227,Rathmannsdorf,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8697,Diera-Zehren,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8702,Ebersbach,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8718,Hirschstein,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q6787,Kreischa,http://www.wikidata.org/entity/Q6323,Sächsische Schweiz-Osterzgebirge,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10757,Parthenstein,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10741,Bennewitz,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8788,Schönfeld,http://www.wikidata.org/entity/Q6313,Meissen District,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q10751,Lossatal,http://www.wikidata.org/entity/Q6308,Landkreis Leipzig,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q6850,Peine,http://www.wikidata.org/entity/Q6045,Peine,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q258974,Bitburg,http://www.wikidata.org/entity/Q8580,Eifelkreis Bitburg-Prüm,http://www.wikidata.org/entity/Q1200,Rhineland-Palatinate
http://www.wikidata.org/entity/Q16047,Jesewitz,http://www.wikidata.org/entity/Q6301,Nordsachsen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q252772,Eichstätt,http://www.wikidata.org/entity/Q10491,Eichstätt,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q252772,Eichstätt,http://www.wikidata.org/entity/Q10562,Upper Bavaria,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q20214,Varchentin,http://www.wikidata.org/entity/Q20196,Groß Plasten,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q8205,Müglitztal,http://www.wikidata.org/entity/Q8267,Verwaltungsgemeinschaft Dohna-Müglitztal,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20277,Wredenhagen,http://www.wikidata.org/entity/Q61749637,Eldetal,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20205,Klink,http://www.wikidata.org/entity/Q20218,Seenlandschaft Waren,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q1796771,Köthen,http://www.wikidata.org/entity/Q6071,Anhalt-Bitterfeld,http://www.wikidata.org/entity/Q1206,Saxony-Anhalt
http://www.wikidata.org/entity/Q6710,Hartmannsdorf-Reichenau,http://www.wikidata.org/entity/Q8281,Verwaltungsgemeinschaft Pretzschendorf,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20744,Dagebüll,http://www.wikidata.org/entity/Q2937,Nordfriesland district,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q18863,Prien am Chiemsee,http://www.wikidata.org/entity/Q10526,Rosenheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q20275,Vipperow,http://www.wikidata.org/entity/Q63440327,Südmüritz,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q8232,Reinhardtsdorf-Schöna,http://www.wikidata.org/entity/Q8264,Verwaltungsgemeinschaft Bad Schandau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20746,Hattstedtermarsch,http://www.wikidata.org/entity/Q2937,Nordfriesland district,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q14939,Nottuln,http://www.wikidata.org/entity/Q6210,Coesfeld,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q16029,Arzberg,http://www.wikidata.org/entity/Q6301,Nordsachsen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20750,Süderhöft,http://www.wikidata.org/entity/Q2937,Nordfriesland district,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q8227,Rathmannsdorf,http://www.wikidata.org/entity/Q8264,Verwaltungsgemeinschaft Bad Schandau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q11049,Marienheide,http://www.wikidata.org/entity/Q6298,Oberbergischer Kreis,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q256669,Altötting,http://www.wikidata.org/entity/Q10533,Altötting,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q11145,Welver,http://www.wikidata.org/entity/Q5965,Soest,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q20310,Kuckssee,http://www.wikidata.org/entity/Q20307,Penzliner Land,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q3146,Pellworm,http://www.wikidata.org/entity/Q21015,Pellworm,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q10912,Wenden,http://www.wikidata.org/entity/Q5953,Olpe,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q10906,Kirchhundem,http://www.wikidata.org/entity/Q5953,Olpe,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q11130,Bad Sassendorf,http://www.wikidata.org/entity/Q5965,Soest,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q6111,Ense,http://www.wikidata.org/entity/Q5965,Soest,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q20349,Feldberger Seenlandschaft,http://www.wikidata.org/entity/Q2902,Mecklenburgische Seenplatte District,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q251678,Aichach,http://www.wikidata.org/entity/Q10415,Aichach-Friedberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q2834,Wadersloh,http://www.wikidata.org/entity/Q2839,Warendorf District,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
