municipality,municipalityLabel,district,districtLabel,state,stateLabel
http://www.wikidata.org/entity/Q505809,Redwitz an der Rodach,http://www.wikidata.org/entity/Q10442,Lichtenfels,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506103,Schöpstal,http://www.wikidata.org/entity/Q879194,Verwaltungsverband Weißer Schöps/Neiße,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q505591,Wanna,http://www.wikidata.org/entity/Q487627,Land Hadeln,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505612,Mainstockheim,http://www.wikidata.org/entity/Q10459,Kitzingen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505602,Michelau in Oberfranken,http://www.wikidata.org/entity/Q10442,Lichtenfels,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505483,Daisendorf,http://www.wikidata.org/entity/Q8228,Bodenseekreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q505751,Ermershausen,http://www.wikidata.org/entity/Q10462,Haßberge,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505537,Hummeltal,http://www.wikidata.org/entity/Q10439,Bayreuth,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505611,Gyhum,http://www.wikidata.org/entity/Q485850,Zeven,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505526,Sottrum,http://www.wikidata.org/entity/Q486031,Sottrum,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505700,Köditz,http://www.wikidata.org/entity/Q10431,Hof,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505835,Bubesheim,http://www.wikidata.org/entity/Q10412,Günzburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506076,Karlstein am Main,http://www.wikidata.org/entity/Q10471,Aschaffenburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505569,Bliedersdorf,http://www.wikidata.org/entity/Q486804,Horneburg,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505762,Windach,http://www.wikidata.org/entity/Q10507,Landsberg am Lech,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506057,Allmannshofen,http://www.wikidata.org/entity/Q10414,Augsburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505622,Westerwalsede,http://www.wikidata.org/entity/Q489381,Bothel,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505564,Neukamperfehn,http://www.wikidata.org/entity/Q121676,Hesel,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505488,Pfronten,http://www.wikidata.org/entity/Q10405,Ostallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505604,Riede,http://www.wikidata.org/entity/Q486813,Thedinghausen,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505545,Odisheim,http://www.wikidata.org/entity/Q487627,Land Hadeln,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505979,Oberau,http://www.wikidata.org/entity/Q10518,Garmisch-Partenkirchen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505817,Bad Bayersoien,http://www.wikidata.org/entity/Q10518,Garmisch-Partenkirchen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506009,Kirchdorf an der Amper,http://www.wikidata.org/entity/Q10497,Freising,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505560,Rieden am Forggensee,http://www.wikidata.org/entity/Q10405,Ostallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505577,Drebber,http://www.wikidata.org/entity/Q530285,Barnstorf,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505552,Neusitz,http://www.wikidata.org/entity/Q10454,Ansbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505915,Hohenau,http://www.wikidata.org/entity/Q10487,Freyung-Grafenau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505589,Sengenthal,http://www.wikidata.org/entity/Q10427,Neumarkt,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505888,Breitingen,http://www.wikidata.org/entity/Q8221,Alb-Donau-Kreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q505571,Thaining,http://www.wikidata.org/entity/Q10507,Landsberg am Lech,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505578,Prittriching,http://www.wikidata.org/entity/Q10507,Landsberg am Lech,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505625,Schweringen,http://www.wikidata.org/entity/Q486777,Grafschaft Hoya,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505727,Fürsteneck,http://www.wikidata.org/entity/Q10487,Freyung-Grafenau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505676,Roßhaupten,http://www.wikidata.org/entity/Q10405,Ostallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505523,Kutenholz,http://www.wikidata.org/entity/Q488336,Fredenbeck,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505533,Hemsbünde,http://www.wikidata.org/entity/Q489381,Bothel,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q505766,Munningen,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505583,Schondorf am Ammersee,http://www.wikidata.org/entity/Q10507,Landsberg am Lech,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505558,"Oberndorf, Lower Saxony",http://www.wikidata.org/entity/Q487627,Land Hadeln,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q506088,Obersulm,http://www.wikidata.org/entity/Q7166,Heilbronn,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q505991,Miltach,http://www.wikidata.org/entity/Q10424,Cham,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505424,Karlshuld,http://www.wikidata.org/entity/Q10493,Neuburg-Schrobenhausen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505789,Alerheim,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505905,Grainet,http://www.wikidata.org/entity/Q10487,Freyung-Grafenau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505566,Deiningen,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505651,Schwaigen,http://www.wikidata.org/entity/Q10518,Garmisch-Partenkirchen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505796,Großweil,http://www.wikidata.org/entity/Q10518,Garmisch-Partenkirchen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505842,Sigmarszell,http://www.wikidata.org/entity/Q10401,Lindau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505671,Niedernberg,http://www.wikidata.org/entity/Q10472,Miltenberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505607,Philippsreut,http://www.wikidata.org/entity/Q10487,Freyung-Grafenau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q505542,Reichling,http://www.wikidata.org/entity/Q10507,Landsberg am Lech,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506108,Kodersdorf,http://www.wikidata.org/entity/Q879194,Verwaltungsverband Weißer Schöps/Neiße,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q505823,Saulgrub,http://www.wikidata.org/entity/Q10518,Garmisch-Partenkirchen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507274,Bermatingen,http://www.wikidata.org/entity/Q8228,Bodenseekreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q506862,Börger,http://www.wikidata.org/entity/Q559544,Sögel,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q506509,Knetzgau,http://www.wikidata.org/entity/Q10462,Haßberge,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506541,Hörgertshausen,http://www.wikidata.org/entity/Q10497,Freising,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507049,Hagenbüchach,http://www.wikidata.org/entity/Q10456,Neustadt (Aisch)-Bad Windsheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506881,Au,http://www.wikidata.org/entity/Q8195,Breisgau-Hochschwarzwald,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q507364,Glattbach,http://www.wikidata.org/entity/Q10471,Aschaffenburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507755,Dußlingen,http://www.wikidata.org/entity/Q8214,Tübingen,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q507889,Kleinostheim,http://www.wikidata.org/entity/Q10471,Aschaffenburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506485,Collenberg,http://www.wikidata.org/entity/Q10472,Miltenberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507671,Bodelshausen,http://www.wikidata.org/entity/Q8214,Tübingen,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q507100,Aufseß,http://www.wikidata.org/entity/Q10439,Bayreuth,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506821,Dautmergen,http://www.wikidata.org/entity/Q8233,Zollernalb,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q507691,"Neuenkirchen, Cuxhaven",http://www.wikidata.org/entity/Q487627,Land Hadeln,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q507773,Kalchreuth,http://www.wikidata.org/entity/Q10447,Erlangen-Höchstadt,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507682,Hirrlingen,http://www.wikidata.org/entity/Q8214,Tübingen,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q508028,Bardowick,http://www.wikidata.org/entity/Q458287,Bardowick,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q507113,Siegelsbach,http://www.wikidata.org/entity/Q7166,Heilbronn,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q506784,Westertimke,http://www.wikidata.org/entity/Q485862,Tarmstedt,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q506502,Marzling,http://www.wikidata.org/entity/Q10497,Freising,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507938,Speinshart,http://www.wikidata.org/entity/Q10420,Neustadt an der Waldnaab,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506577,Oberdachstetten,http://www.wikidata.org/entity/Q10454,Ansbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q508149,Erlenbach bei Marktheidenfeld,http://www.wikidata.org/entity/Q10469,Main-Spessart,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506603,Neureichenau,http://www.wikidata.org/entity/Q10487,Freyung-Grafenau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507090,Langensendelbach,http://www.wikidata.org/entity/Q10445,Forchheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507412,Wilburgstetten,http://www.wikidata.org/entity/Q10454,Ansbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506791,Blender,http://www.wikidata.org/entity/Q486813,Thedinghausen,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q506818,Hemslingen,http://www.wikidata.org/entity/Q489381,Bothel,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q506803,Hausen am Bussen,http://www.wikidata.org/entity/Q8221,Alb-Donau-Kreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q506597,Untergruppenbach,http://www.wikidata.org/entity/Q7166,Heilbronn,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q507819,Gundremmingen,http://www.wikidata.org/entity/Q10412,Günzburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506584,Wieseth,http://www.wikidata.org/entity/Q10454,Ansbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507500,Ronshausen,http://www.wikidata.org/entity/Q7898,Hersfeld-Rotenburg,http://www.wikidata.org/entity/Q1199,Hesse
http://www.wikidata.org/entity/Q507836,Deggenhausertal,http://www.wikidata.org/entity/Q8228,Bodenseekreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q507804,Baisweil,http://www.wikidata.org/entity/Q10405,Ostallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507305,Schlammersdorf,http://www.wikidata.org/entity/Q10420,Neustadt an der Waldnaab,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506896,Bad Füssing,http://www.wikidata.org/entity/Q10489,Passau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506544,Poxdorf,http://www.wikidata.org/entity/Q10445,Forchheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507921,Pürgen,http://www.wikidata.org/entity/Q10507,Landsberg am Lech,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506853,Hassendorf,http://www.wikidata.org/entity/Q486031,Sottrum,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q507380,Hausham,http://www.wikidata.org/entity/Q10523,Miesbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507707,Gomaringen,http://www.wikidata.org/entity/Q8214,Tübingen,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q506753,Mertingen,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507455,Eberstadt,http://www.wikidata.org/entity/Q7166,Heilbronn,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q507232,Sauerlach,http://www.wikidata.org/entity/Q10544,Munich,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506608,Sulzfeld am Main,http://www.wikidata.org/entity/Q10459,Kitzingen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506870,Farven,http://www.wikidata.org/entity/Q488786,Selsingen,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q507424,Feldafing,http://www.wikidata.org/entity/Q10504,Starnberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507874,Rudelzhausen,http://www.wikidata.org/entity/Q10497,Freising,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q508162,Burgthann,http://www.wikidata.org/entity/Q10449,Nürnberger Land,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506590,Blankenbach,http://www.wikidata.org/entity/Q10471,Aschaffenburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506494,Schäftlarn,http://www.wikidata.org/entity/Q10544,Munich,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506943,Berg,http://www.wikidata.org/entity/Q10427,Neumarkt,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506830,Hellwege,http://www.wikidata.org/entity/Q486031,Sottrum,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q506788,Deckenpfronn,http://www.wikidata.org/entity/Q8536,Böblingen district,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q507352,Ebelsbach,http://www.wikidata.org/entity/Q10462,Haßberge,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q506523,Dietramszell,http://www.wikidata.org/entity/Q10522,Bad Tölz-Wolfratshausen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q508003,Moisburg,http://www.wikidata.org/entity/Q450060,Hollenstedt,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q506842,Hipstedt,http://www.wikidata.org/entity/Q486771,Geestequelle,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q508122,Schwaig,http://www.wikidata.org/entity/Q10449,Nürnberger Land,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507064,Asbach-Bäumenheim,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q507397,Petersaurach,http://www.wikidata.org/entity/Q10454,Ansbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q508039,Hesel,http://www.wikidata.org/entity/Q121676,Hesel,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q507218,Dotternhausen,http://www.wikidata.org/entity/Q8233,Zollernalb,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q506804,Kirchtimke,http://www.wikidata.org/entity/Q485862,Tarmstedt,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q3146,Pellworm,http://www.wikidata.org/entity/Q21015,Pellworm,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q46742,Bösenbrunn,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q50950,Duckow,http://www.wikidata.org/entity/Q50957,Malchin,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q251678,Aichach,http://www.wikidata.org/entity/Q10415,Aichach-Friedberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q22958,Ilvesheim,http://www.wikidata.org/entity/Q8177,Rhein-Neckar,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q46777,"Neumark, Saxony",http://www.wikidata.org/entity/Q6337,Vogtlandkreis,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q49911,Marxheim,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q46773,Neuensalz,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q52247,Einhausen,http://www.wikidata.org/entity/Q7917,Kreis Bergstraße,http://www.wikidata.org/entity/Q1199,Hesse
http://www.wikidata.org/entity/Q22960,Sandhausen,http://www.wikidata.org/entity/Q8177,Rhein-Neckar,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q22877,Wilhelmsfeld,http://www.wikidata.org/entity/Q8177,Rhein-Neckar,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q20255,Massow,http://www.wikidata.org/entity/Q61749637,Eldetal,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q225909,Dingolfing,http://www.wikidata.org/entity/Q10480,Dingolfing-Landau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q622569,Lauterbach,http://www.wikidata.org/entity/Q7901,Vogelsbergkreis,http://www.wikidata.org/entity/Q1199,Hesse
http://www.wikidata.org/entity/Q20768,Büsum,http://www.wikidata.org/entity/Q479091,Büsum-Wesselburen,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q6874,Rastatt,http://www.wikidata.org/entity/Q8182,Rastatt,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q46770,Muldenhammer,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20333,Blumenholz,http://www.wikidata.org/entity/Q20331,Neustrelitz-Land,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q46501,Bad Brambach,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20745,Arlewatt,http://www.wikidata.org/entity/Q20704,Nordsee-Treene,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q702411,Rheydt,http://www.wikidata.org/entity/Q2758,Mönchengladbach,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q20335,Carpin,http://www.wikidata.org/entity/Q20331,Neustrelitz-Land,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q8202,Lohmen,http://www.wikidata.org/entity/Q8273,Verwaltungsgemeinschaft Lohmen/Stadt Wehlen,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q46745,Eichigt,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q8234,Rosenthal-Bielatal,http://www.wikidata.org/entity/Q8271,Verwaltungsgemeinschaft Königstein/Sächs. Schw.,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q20332,Blankensee,http://www.wikidata.org/entity/Q20331,Neustrelitz-Land,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q22876,Altlußheim,http://www.wikidata.org/entity/Q8177,Rhein-Neckar,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q14943,Havixbeck,http://www.wikidata.org/entity/Q6210,Coesfeld,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q20788,Nieblum,http://www.wikidata.org/entity/Q20706,Föhr-Amrum,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q16047,Jesewitz,http://www.wikidata.org/entity/Q17007,Eilenburg-West management association,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q251689,Groß-Gerau,http://www.wikidata.org/entity/Q7914,Groß-Gerau,http://www.wikidata.org/entity/Q1199,Hesse
http://www.wikidata.org/entity/Q253003,Ebersberg,http://www.wikidata.org/entity/Q10541,Ebersberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q22942,Graben-Neudorf,http://www.wikidata.org/entity/Q8178,Karlsruhe,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q47167,Neuler,http://www.wikidata.org/entity/Q8522,Ostalbkreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q20789,Wenningstedt-Braderup,http://www.wikidata.org/entity/Q20701,Landschaft Sylt,http://www.wikidata.org/entity/Q1194,Schleswig-Holstein
http://www.wikidata.org/entity/Q20279,Zepkow,http://www.wikidata.org/entity/Q61749637,Eldetal,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q20263,Rechlin,http://www.wikidata.org/entity/Q20219,Röbel-Müritz,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q205436,Tirschenreuth,http://www.wikidata.org/entity/Q10419,Tirschenreuth,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q22959,Ketsch,http://www.wikidata.org/entity/Q8177,Rhein-Neckar,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q6869,Heidenheim an der Brenz,http://www.wikidata.org/entity/Q8523,Heidenheim,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q6931,Böblingen,http://www.wikidata.org/entity/Q8536,Böblingen district,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q46766,Mühlental,http://www.wikidata.org/entity/Q6337,Vogtlandkreis,http://www.wikidata.org/entity/Q1202,Saxony
